region,period,source,scenario,category,unit,value,update,note
de-niedersachsen,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,2.091,23.04.2025,
de-nordrhein-westfalen,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,177.667,23.04.2025,
de-nordrhein-westfalen,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,60.032,23.04.2025,
de-nordrhein-westfalen,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,37.858,23.04.2025,
de-nordrhein-westfalen,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,30.891,23.04.2025,
de-nordrhein-westfalen,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,7.388,23.04.2025,
de-nordrhein-westfalen,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,3.372,23.04.2025,
de-hessen,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,9.317,23.04.2025,
de-hessen,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,5.947,23.04.2025,
de-hessen,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,14.666,23.04.2025,
de-hessen,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,13.491,23.04.2025,
de-hessen,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,2.26,23.04.2025,
de-hessen,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,1.18,23.04.2025,
de-rheinland-pfalz,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,4.06,23.04.2025,
de-rheinland-pfalz,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,10.817,23.04.2025,
de-rheinland-pfalz,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,8.948,23.04.2025,
de-rheinland-pfalz,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,8.812,23.04.2025,
de-rheinland-pfalz,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,1.843,23.04.2025,
de-rheinland-pfalz,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.906,23.04.2025,
de-baden-wuerttemberg,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,26.167,23.04.2025,
de-baden-wuerttemberg,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,12.92,23.04.2025,
de-baden-wuerttemberg,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,22.896,23.04.2025,
de-baden-wuerttemberg,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,20.723,23.04.2025,
de-baden-wuerttemberg,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,5.32,23.04.2025,
de-baden-wuerttemberg,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,1.919,23.04.2025,
de-bayern,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,14.095,23.04.2025,
de-bayern,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,16.815,23.04.2025,
de-bayern,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,26.37,23.04.2025,
de-bayern,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,26.913,23.04.2025,
de-bayern,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,15.455,23.04.2025,
de-bayern,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,1.165,23.04.2025,
de-brandenburg,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,43.046,23.04.2025,
de-brandenburg,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,8.104,23.04.2025,
de-brandenburg,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,4.116,23.04.2025,
de-brandenburg,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,5.039,23.04.2025,
de-brandenburg,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,3.324,23.04.2025,
de-brandenburg,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,1.915,23.04.2025,
de-sachsen,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,32.771,23.04.2025,
de-sachsen,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,3.787,23.04.2025,
de-sachsen,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,6.147,23.04.2025,
de-sachsen,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,6.272,23.04.2025,
de-sachsen,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,2.659,23.04.2025,
de-sachsen,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,1.523,23.04.2025,
de-sachsen-anhalt,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,13.767,23.04.2025,
de-sachsen-anhalt,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,10.255,23.04.2025,
de-sachsen-anhalt,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,4.554,23.04.2025,
de-sachsen-anhalt,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,3.95,23.04.2025,
de-sachsen-anhalt,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,2.389,23.04.2025,
de-sachsen-anhalt,2006,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,1.376,23.04.2025,
de-stadtstaaten,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,19.485,23.04.2025,
de-stadtstaaten,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,5.791,23.04.2025,
de-stadtstaaten,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,10.959,23.04.2025,
de-stadtstaaten,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,8.704,23.04.2025,
de-stadtstaaten,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,0.109,23.04.2025,
de-stadtstaaten,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.19,23.04.2025,
de-schleswig-holstein,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,6.677,23.04.2025,
de-schleswig-holstein,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,4.846,23.04.2025,
de-schleswig-holstein,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,5.399,23.04.2025,
de-schleswig-holstein,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,5.435,23.04.2025,
de-schleswig-holstein,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,5.248,23.04.2025,
de-schleswig-holstein,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.654,23.04.2025,
de-nordrhein-westfalen,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,178.508,23.04.2025,
de-nordrhein-westfalen,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,57.29,23.04.2025,
de-nordrhein-westfalen,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,35.719,23.04.2025,
de-nordrhein-westfalen,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,31.847,23.04.2025,
de-nordrhein-westfalen,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,7.614,23.04.2025,
de-nordrhein-westfalen,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,3.652,23.04.2025,
de-hessen,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,9.418,23.04.2025,
de-hessen,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,6.132,23.04.2025,
de-hessen,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,14.816,23.04.2025,
de-hessen,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,14.006,23.04.2025,
de-hessen,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,2.284,23.04.2025,
de-hessen,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,1.321,23.04.2025,
de-rheinland-pfalz,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,3.309,23.04.2025,
de-rheinland-pfalz,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,10.976,23.04.2025,
de-rheinland-pfalz,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,8.772,23.04.2025,
de-rheinland-pfalz,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,9.062,23.04.2025,
de-rheinland-pfalz,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,1.891,23.04.2025,
de-rheinland-pfalz,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.997,23.04.2025,
de-baden-wuerttemberg,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,25.265,23.04.2025,
de-baden-wuerttemberg,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,12.752,23.04.2025,
de-baden-wuerttemberg,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,22.499,23.04.2025,
de-baden-wuerttemberg,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,21.256,23.04.2025,
de-baden-wuerttemberg,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,5.367,23.04.2025,
de-baden-wuerttemberg,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,2.058,23.04.2025,
de-bayern,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,15.075,23.04.2025,
de-bayern,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,15.592,23.04.2025,
de-bayern,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,24.642,23.04.2025,
de-bayern,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,27.568,23.04.2025,
de-bayern,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,15.593,23.04.2025,
de-bayern,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,1.317,23.04.2025,
de-brandenburg,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,45.189,23.04.2025,
de-brandenburg,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,7.289,23.04.2025,
de-brandenburg,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,4.245,23.04.2025,
de-brandenburg,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,5.155,23.04.2025,
de-brandenburg,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,3.346,23.04.2025,
de-brandenburg,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,2.175,23.04.2025,
de-sachsen,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,31.472,23.04.2025,
de-sachsen,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,3.699,23.04.2025,
de-sachsen,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,6.256,23.04.2025,
de-sachsen,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,6.407,23.04.2025,
de-sachsen,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,2.679,23.04.2025,
de-sachsen,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,1.746,23.04.2025,
de-sachsen-anhalt,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,14.115,23.04.2025,
de-sachsen-anhalt,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,9.744,23.04.2025,
de-sachsen-anhalt,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,4.516,23.04.2025,
de-sachsen-anhalt,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,4.072,23.04.2025,
de-sachsen-anhalt,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,2.427,23.04.2025,
de-sachsen-anhalt,2005,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,1.55,23.04.2025,
de-stadtstaaten,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,18.767,23.04.2025,
de-stadtstaaten,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,7.123,23.04.2025,
de-stadtstaaten,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,11.423,23.04.2025,
de-stadtstaaten,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,9.114,23.04.2025,
de-stadtstaaten,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,0.111,23.04.2025,
de-stadtstaaten,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.198,23.04.2025,
de-schleswig-holstein,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,6.757,23.04.2025,
de-schleswig-holstein,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,4.501,23.04.2025,
de-schleswig-holstein,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,6.091,23.04.2025,
de-schleswig-holstein,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,5.745,23.04.2025,
de-schleswig-holstein,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,5.345,23.04.2025,
de-schleswig-holstein,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,0.669,23.04.2025,
de-niedersachsen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,22.38,23.04.2025,
de-niedersachsen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,16.923,23.04.2025,
de-niedersachsen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,15.988,23.04.2025,
de-niedersachsen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,17.265,23.04.2025,
de-niedersachsen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,13.705,23.04.2025,
de-niedersachsen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,2.539,23.04.2025,
de-nordrhein-westfalen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,185.372,23.04.2025,
de-nordrhein-westfalen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,61.962,23.04.2025,
de-nordrhein-westfalen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,33.079,23.04.2025,
de-nordrhein-westfalen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,33.823,23.04.2025,
de-nordrhein-westfalen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,7.494,23.04.2025,
de-nordrhein-westfalen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,3.901,23.04.2025,
de-hessen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,10.158,23.04.2025,
de-hessen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,6.212,23.04.2025,
de-hessen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,14.215,23.04.2025,
de-hessen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,14.78,23.04.2025,
de-hessen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,2.296,23.04.2025,
de-hessen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,1.435,23.04.2025,
de-rheinland-pfalz,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,3.744,23.04.2025,
de-rheinland-pfalz,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,10.892,23.04.2025,
de-rheinland-pfalz,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,8.564,23.04.2025,
de-rheinland-pfalz,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,9.548,23.04.2025,
de-rheinland-pfalz,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,1.895,23.04.2025,
de-rheinland-pfalz,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,1.059,23.04.2025,
de-baden-wuerttemberg,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,23.073,23.04.2025,
de-baden-wuerttemberg,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,12.38,23.04.2025,
de-baden-wuerttemberg,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,21.235,23.04.2025,
de-baden-wuerttemberg,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,22.419,23.04.2025,
de-baden-wuerttemberg,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,5.395,23.04.2025,
de-baden-wuerttemberg,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,2.206,23.04.2025,
de-bayern,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,14.047,23.04.2025,
de-bayern,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,16.607,23.04.2025,
de-bayern,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,25.901,23.04.2025,
de-bayern,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,29.013,23.04.2025,
de-bayern,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,15.711,23.04.2025,
de-bayern,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,1.461,23.04.2025,
de-brandenburg,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,45.123,23.04.2025,
de-brandenburg,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,6.579,23.04.2025,
de-brandenburg,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,4.075,23.04.2025,
de-brandenburg,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,5.465,23.04.2025,
de-brandenburg,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,3.394,23.04.2025,
de-brandenburg,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,2.367,23.04.2025,
de-sachsen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Energy,Mt CO2eq/yr,32.343,23.04.2025,
de-sachsen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Industrial Processes,Mt CO2eq/yr,3.396,23.04.2025,
de-sachsen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Buildings,Mt CO2eq/yr,6.663,23.04.2025,
de-sachsen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Mobility,Mt CO2eq/yr,6.814,23.04.2025,
de-sachsen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Agriculture,Mt CO2eq/yr,2.695,23.04.2025,
de-sachsen,2004,Regionalstatistik (Tabelle 86431-Z-04),historical,Emissions|Kyoto Gases|Waste and Other,Mt CO2eq/yr,1.913,23.04.2025,
